#Daily temperature data from Little Rock, AR from NOAA database (2000-2022).
2000-07-26	92	64	78
2000-07-27	95	68	81.5
2000-07-28	96	68	82
2000-07-29	90	74	82
2000-07-30	89	71	80
2000-07-31	90	70	80
2000-08-01	92	71	81.5
2000-08-02	93	70	81.5
2000-08-03	96	73	84.5
2000-08-04	97	73	85
2000-08-05	99	74	86.5
2000-08-06	100	75	87.5
2000-08-07	100	77	88.5
2000-08-08	99	77	88
2000-08-09	100	77	88.5
2000-08-10	103	77	90
2000-08-11	97	72	84.5
2000-08-12	93	69	81
2000-08-13	93	67	80
2000-08-14	96	69	82.5
2000-08-15	101	70	85.5
2000-08-16	104	76	90
2000-08-17	105	76	90.5
2000-08-18	100	75	87.5
2000-08-19	93	69	81
2000-08-20	92	71	81.5
2000-08-21	100	70	85
2000-08-22	102	74	88
2000-08-23	101	74	87.5
2000-08-24	98	73	85.5
2000-08-25	102	74	88
2000-08-26	106	75	90.5
2000-08-27	105	72	88.5
2000-08-28	105	75	90
2000-08-29	107	74	90.5
2000-08-30	109	73	91
2000-08-31	107	76	91.5
2000-09-01	103	75	89
2000-09-02	103	74	88.5
2000-09-03	104	76	90
2000-09-04	102	73	87.5
2000-09-05	88	67	77.5
2000-09-06	89	65	77
2000-09-07	81	66	73.5
2000-09-08	80	70	75
2000-09-09	81	73	77
2000-09-10	91	74	82.5
2000-09-11	96	72	84
2000-09-12	85	68	76.5
2000-09-13	90	68	79
2000-09-14	100	68	84
2000-09-15	87	60	73.5
2000-09-16	81	56	68.5
2000-09-17	84	50	67
2000-09-18	89	53	71
2000-09-19	94	56	75
2000-09-20	96	66	81
2000-09-21	82	60	71
2000-09-22	91	67	79
2000-09-23	96	73	84.5
2000-09-24	74	64	69
2000-09-25	64	49	56.5
2000-09-26	73	45	59
2000-09-27	79	47	63
2000-09-28	83	51	67
2000-09-29	82	55	68.5
2000-09-30	83	52	67.5
2000-10-01	87	52	69.5
2000-10-02	88	60	74
2000-10-03	89	64	76.5
2000-10-04	89	66	77.5
2000-10-05	90	61	75.5
2000-10-06	68	52	60
2000-10-07	56	41	48.5
2000-10-08	56	35	45.5
2000-10-09	62	37	49.5
2000-10-10	65	34	49.5
2000-10-11	72	36	54
2000-10-12	79	40	59.5
2000-10-13	84	46	65
2000-10-14	82	51	66.5
2000-10-15	84	56	70
2000-10-16	73	63	68
2000-10-17	72	54	63
2000-10-18	71	51	61
2000-10-19	77	48	62.5
2000-10-20	76	47	61.5
2000-10-21	76	58	67
2000-10-22	83	60	71.5
2000-10-23	86	62	74
2000-10-24	84	56	70
2000-10-25	85	57	71
2000-10-26	84	55	69.5
2000-10-27	81	62	71.5
2000-10-28	82	57	69.5
2000-10-29	81	59	70
2000-10-30	81	64	72.5
2000-10-31	84	63	73.5
2000-11-01	82	61	71.5
2000-11-02	74	60	67
2000-11-03	67	60	63.5
2000-11-04	61	54	57.5
2000-11-05	64	54	59
2000-11-06	74	52	63
2000-11-07	57	46	51.5
2000-11-08	50	45	47.5
2000-11-09	46	39	42.5
2000-11-10	50	34	42
2000-11-11	44	33	38.5
2000-11-12	52	38	45
2000-11-13	50	35	42.5
2000-11-14	53	30	41.5
2000-11-15	55	29	42
2000-11-16	56	42	49
2000-11-17	43	31	37
2000-11-18	40	28	34
2000-11-19	58	28	43
2000-11-20	52	29	40.5
2000-11-21	50	24	37
2000-11-22	60	31	45.5
2000-11-23	51	48	49.5
2000-11-24	51	46	48.5
2000-11-25	55	41	48
2000-11-26	58	35	46.5
2000-11-27	65	35	50
2000-11-28	59	36	47.5
2000-11-29	60	35	47.5
2000-11-30	51	29	40
2000-12-01	61	35	48
2000-12-02	43	36	39.5
2000-12-03	41	25	33
2000-12-04	49	22	35.5
2000-12-05	52	27	39.5
2000-12-06	41	33	37
2000-12-07	55	28	41.5
2000-12-08	57	34	45.5
2000-12-09	46	30	38
2000-12-10	54	41	47.5
2000-12-11	66	20	43
2000-12-12	28	17	22.5
2000-12-13	32	25	28.5
2000-12-14	34	28	31
2000-12-15	36	31	33.5
2000-12-16	44	20	32
2000-12-17	31	15	23
2000-12-18	47	22	34.5
2000-12-19	28	16	22
2000-12-20	36	17	26.5
2000-12-21	41	21	31
2000-12-22	29	12	20.5
2000-12-23	32	17	24.5
2000-12-24	40	21	30.5
2000-12-25	26	20	23
2000-12-26	32	24	28
2000-12-27	33	31	32
2000-12-28	33	27	30
2000-12-29	33	20	26.5
2000-12-30	30	19	24.5
2000-12-31	25	17	21
2001-01-01	29	10	19.5
2001-01-02	28	14	21
2001-01-03	35	12	23.5
2001-01-04	47	21	34
2001-01-05	59	30	44.5
2001-01-06	57	26	41.5
2001-01-07	59	35	47
2001-01-08	50	29	39.5
2001-01-09	41	23	32
2001-01-10	43	21	32
2001-01-11	39	36	37.5
2001-01-12	43	39	41
2001-01-13	43	38	40.5
2001-01-14	57	40	48.5
2001-01-15	54	29	41.5
2001-01-16	42	34	38
2001-01-17	40	35	37.5
2001-01-18	38	35	36.5
2001-01-19	40	29	34.5
2001-01-20	40	22	31
2001-01-21	46	24	35
2001-01-22	52	27	39.5
2001-01-23	49	28	38.5
2001-01-24	55	36	45.5
2001-01-25	39	27	33
2001-01-26	64	31	47.5
2001-01-27	44	28	36
2001-01-28	54	38	46
2001-01-29	61	48	54.5
2001-01-30	63	47	55
2001-01-31	51	37	44
2001-02-01	55	27	41
2001-02-02	43	26	34.5
2001-02-03	57	23	40
2001-02-04	62	37	49.5
2001-02-05	58	31	44.5
2001-02-06	61	43	52
2001-02-07	72	50	61
2001-02-08	73	54	63.5
2001-02-09	70	29	49.5
2001-02-10	41	25	33
2001-02-11	35	29	32
2001-02-12	44	34	39
2001-02-13	53	44	48.5
2001-02-14	66	51	58.5
2001-02-15	64	56	60
2001-02-16	56	32	44
2001-02-17	42	27	34.5
2001-02-18	43	26	34.5
2001-02-19	64	31	47.5
2001-02-20	64	41	52.5
2001-02-21	57	35	46
2001-02-22	45	34	39.5
2001-02-23	44	34	39
2001-02-24	72	43	57.5
2001-02-25	65	46	55.5
2001-02-26	59	40	49.5
2001-02-27	50	44	47
2001-02-28	48	40	44
2001-03-01	47	40	43.5
2001-03-02	51	45	48
2001-03-03	50	45	47.5
2001-03-04	59	45	52
2001-03-05	59	36	47.5
2001-03-06	52	34	43
2001-03-07	59	37	48
2001-03-08	64	42	53
2001-03-09	51	35	43
2001-03-10	59	29	44
2001-03-11	62	38	50
2001-03-12	71	50	60.5
2001-03-13	73	41	57
2001-03-14	66	46	56
2001-03-15	65	47	56
2001-03-16	55	39	47
2001-03-17	54	34	44
2001-03-18	52	35	43.5
2001-03-19	56	43	49.5
2001-03-20	63	40	51.5
2001-03-21	67	39	53
2001-03-22	73	41	57
2001-03-23	69	45	57
2001-03-24	61	42	51.5
2001-03-25	53	33	43
2001-03-26	49	34	41.5
2001-03-27	53	39	46
2001-03-28	50	42	46
2001-03-29	48	44	46
2001-03-30	56	47	51.5
2001-03-31	69	42	55.5
2001-04-01	66	38	52
2001-04-02	76	47	61.5
2001-04-03	85	66	75.5
2001-04-04	72	65	68.5
2001-04-05	82	67	74.5
2001-04-06	81	64	72.5
2001-04-07	85	69	77
2001-04-08	86	68	77
2001-04-09	88	65	76.5
2001-04-10	84	68	76
2001-04-11	81	60	70.5
2001-04-12	81	49	65
2001-04-13	76	54	65
2001-04-14	65	58	61.5
2001-04-15	81	59	70
2001-04-16	68	52	60
2001-04-17	61	44	52.5
2001-04-18	67	40	53.5
2001-04-19	72	46	59
2001-04-20	75	64	69.5
2001-04-21	84	65	74.5
2001-04-22	80	69	74.5
2001-04-23	72	54	63
2001-04-24	72	46	59
2001-04-25	79	44	61.5
2001-04-26	82	50	66
2001-04-27	85	55	70
2001-04-28	85	55	70
2001-04-29	85	57	71
2001-04-30	84	56	70
2001-05-01	82	63	72.5
2001-05-02	84	60	72
2001-05-03	85	58	71.5
2001-05-04	84	60	72
2001-05-05	76	65	70.5
2001-05-06	83	64	73.5
2001-05-07	78	63	70.5
2001-05-08	79	61	70
2001-05-09	82	55	68.5
2001-05-10	85	59	72
2001-05-11	84	63	73.5
2001-05-12	82	59	70.5
2001-05-13	84	55	69.5
2001-05-14	88	62	75
2001-05-15	88	68	78
2001-05-16	88	64	76
2001-05-17	88	65	76.5
2001-05-18	85	69	77
2001-05-19	90	66	78
2001-05-20	86	64	75
2001-05-21	76	53	64.5
2001-05-22	77	49	63
2001-05-23	82	52	67
2001-05-24	72	53	62.5
2001-05-25	75	49	62
2001-05-26	82	51	66.5
2001-05-27	86	57	71.5
2001-05-28	82	66	74
2001-05-29	81	62	71.5
2001-05-30	83	63	73
2001-05-31	79	65	72
2001-06-01	81	59	70
2001-06-02	88	67	77.5
2001-06-03	86	67	76.5
2001-06-04	89	71	80
2001-06-05	88	68	78
2001-06-06	79	70	74.5
2001-06-07	81	71	76
2001-06-08	88	67	77.5
2001-06-09	87	66	76.5
2001-06-10	89	66	77.5
2001-06-11	91	66	78.5
2001-06-12	91	67	79
2001-06-13	91	70	80.5
2001-06-14	91	68	79.5
2001-06-15	86	66	76
2001-06-16	91	62	76.5
2001-06-17	92	65	78.5
2001-06-18	92	67	79.5
2001-06-19	91	69	80
2001-06-20	91	67	79
2001-06-21	84	69	76.5
2001-06-22	84	63	73.5
2001-06-23	88	64	76
2001-06-24	89	64	76.5
2001-06-25	88	67	77.5
2001-06-26	89	64	76.5
2001-06-27	89	66	77.5
2001-06-28	80	68	74
2001-06-29	81	67	74
2001-06-30	80	68	74
2001-07-01	89	65	77
2001-07-02	88	70	79
2001-07-03	92	72	82
2001-07-04	94	73	83.5
2001-07-05	87	76	81.5
2001-07-06	94	73	83.5
2001-07-07	96	76	86
2001-07-08	96	76	86
2001-07-09	96	75	85.5
2001-07-10	98	77	87.5
2001-07-11	100	79	89.5
2001-07-12	93	74	83.5
2001-07-13	78	69	73.5
2001-07-14	84	65	74.5
2001-07-15	86	63	74.5
2001-07-16	90	69	79.5
2001-07-17	91	74	82.5
2001-07-18	94	75	84.5
2001-07-19	95	75	85
2001-07-20	95	74	84.5
2001-07-21	98	77	87.5
2001-07-22	96	76	86
2001-07-23	95	77	86
2001-07-24	96	75	85.5
2001-07-25	97	76	86.5
2001-07-26	94	74	84
2001-07-27	93	73	83
2001-07-28	93	74	83.5
2001-07-29	91	77	84
2001-07-30	94	77	85.5
2001-07-31	95	75	85
2001-08-01	91	73	82
2001-08-02	95	72	83.5
2001-08-03	96	73	84.5
2001-08-04	97	76	86.5
2001-08-05	95	73	84
2001-08-06	92	74	83
2001-08-07	93	77	85
2001-08-08	96	74	85
2001-08-09	99	77	88
2001-08-10	89	73	81
2001-08-11	90	72	81
2001-08-12	85	74	79.5
2001-08-13	91	73	82
2001-08-14	90	69	79.5
2001-08-15	92	64	78
2001-08-16	89	72	80.5
2001-08-17	92	69	80.5
2001-08-18	92	69	80.5
2001-08-19	91	70	80.5
2001-08-20	89	69	79
2001-08-21	96	73	84.5
2001-08-22	97	73	85
2001-08-23	97	72	84.5
2001-08-24	96	72	84
2001-08-25	94	71	82.5
2001-08-26	95	72	83.5
2001-08-27	91	72	81.5
2001-08-28	92	72	82
2001-08-29	89	70	79.5
2001-08-30	86	70	78
2001-08-31	74	70	72
2001-09-01	81	71	76
2001-09-02	87	71	79
2001-09-03	90	72	81
2001-09-04	91	70	80.5
2001-09-05	92	72	82
2001-09-06	92	72	82
2001-09-07	91	71	81
2001-09-08	90	68	79
2001-09-09	82	66	74
2001-09-10	81	61	71
2001-09-11	83	58	70.5
2001-09-12	87	60	73.5
2001-09-13	90	67	78.5
2001-09-14	85	67	76
2001-09-15	82	62	72
2001-09-16	84	63	73.5
2001-09-17	87	63	75
2001-09-18	84	67	75.5
2001-09-19	82	63	72.5
2001-09-20	79	59	69
2001-09-21	85	60	72.5
2001-09-22	86	68	77
2001-09-23	81	64	72.5
2001-09-24	71	53	62
2001-09-25	71	48	59.5
2001-09-26	74	44	59
2001-09-27	79	47	63
2001-09-28	81	50	65.5
2001-09-29	74	53	63.5
2001-09-30	77	52	64.5
2001-10-01	81	49	65
2001-10-02	83	49	66
2001-10-03	82	50	66
2001-10-04	83	52	67.5
2001-10-05	74	47	60.5
2001-10-06	66	41	53.5
2001-10-07	68	40	54
2001-10-08	76	42	59
2001-10-09	79	57	68
2001-10-10	77	62	69.5
2001-10-11	70	59	64.5
2001-10-12	76	58	67
2001-10-13	69	61	65
2001-10-14	76	51	63.5
2001-10-15	78	47	62.5
2001-10-16	64	42	53
2001-10-17	64	37	50.5
2001-10-18	71	39	55
2001-10-19	73	45	59
2001-10-20	81	57	69
2001-10-21	78	51	64.5
2001-10-22	82	54	68
2001-10-23	78	69	73.5
2001-10-24	85	52	68.5
2001-10-25	73	44	58.5
2001-10-26	67	38	52.5
2001-10-27	59	37	48
2001-10-28	61	33	47
2001-10-29	68	34	51
2001-10-30	69	38	53.5
2001-10-31	72	38	55
2001-11-01	77	58	67.5
2001-11-02	79	57	68
2001-11-03	72	57	64.5
2001-11-04	74	49	61.5
2001-11-05	75	46	60.5
2001-11-06	72	46	59
2001-11-07	75	44	59.5
2001-11-08	78	46	62
2001-11-09	62	47	54.5
2001-11-10	69	45	57
2001-11-11	72	49	60.5
2001-11-12	67	45	56
2001-11-13	72	42	57
2001-11-14	73	44	58.5
2001-11-15	73	47	60
2001-11-16	73	45	59
2001-11-17	73	44	58.5
2001-11-18	76	45	60.5
2001-11-19	60	42	51
2001-11-20	55	34	44.5
2001-11-21	59	28	43.5
2001-11-22	62	33	47.5
2001-11-23	72	51	61.5
2001-11-24	73	49	61
2001-11-25	68	39	53.5
2001-11-26	67	40	53.5
2001-11-27	58	39	48.5
2001-11-28	41	38	39.5
2001-11-29	41	36	38.5
2001-11-30	55	36	45.5
2001-12-01	60	32	46
2001-12-02	64	37	50.5
2001-12-03	63	40	51.5
2001-12-04	76	49	62.5
2001-12-05	73	53	63
2001-12-06	69	59	64
2001-12-07	66	59	62.5
2001-12-08	65	41	53
2001-12-09	51	33	42
2001-12-10	54	35	44.5
2001-12-11	53	32	42.5
2001-12-12	57	46	51.5
2001-12-13	56	48	52
2001-12-14	53	36	44.5
2001-12-15	52	34	43
2001-12-16	53	48	50.5
2001-12-17	59	39	49
2001-12-18	61	33	47
2001-12-19	55	38	46.5
2001-12-20	55	29	42
2001-12-21	61	30	45.5
2001-12-22	57	41	49
2001-12-23	51	31	41
2001-12-24	48	24	36
2001-12-25	39	24	31.5
2001-12-26	40	21	30.5
2001-12-27	55	24	39.5
2001-12-28	60	29	44.5
2001-12-29	44	29	36.5
2001-12-30	33	24	28.5
2001-12-31	37	24	30.5
2002-01-01	38	24	31
2002-01-02	34	21	27.5
2002-01-03	34	18	26
2002-01-04	45	16	30.5
2002-01-05	40	33	36.5
2002-01-06	52	36	44
2002-01-07	41	24	32.5
2002-01-08	55	25	40
2002-01-09	70	43	56.5
2002-01-10	62	48	55
2002-01-11	55	36	45.5
2002-01-12	58	29	43.5
2002-01-13	61	26	43.5
2002-01-14	57	36	46.5
2002-01-15	54	29	41.5
2002-01-16	62	34	48
2002-01-17	53	32	42.5
2002-01-18	37	27	32
2002-01-19	43	32	37.5
2002-01-20	45	28	36.5
2002-01-21	61	31	46
2002-01-22	52	29	40.5
2002-01-23	78	48	63
2002-01-24	64	36	50
2002-01-25	50	29	39.5
2002-01-26	58	25	41.5
2002-01-27	65	29	47
2002-01-28	74	37	55.5
2002-01-29	74	61	67.5
2002-01-30	80	63	71.5
2002-01-31	77	36	56.5
2002-02-01	48	32	40
2002-02-02	47	28	37.5
2002-02-03	50	38	44
2002-02-04	49	35	42
2002-02-05	36	30	33
2002-02-06	33	30	31.5
2002-02-07	45	32	38.5
2002-02-08	53	31	42
2002-02-09	59	33	46
2002-02-10	47	39	43
2002-02-11	51	29	40
2002-02-12	60	29	44.5
2002-02-13	54	32	43
2002-02-14	54	26	40
2002-02-15	51	35	43
2002-02-16	67	30	48.5
2002-02-17	57	34	45.5
2002-02-18	67	32	49.5
2002-02-19	65	53	59
2002-02-20	65	44	54.5
2002-02-21	63	43	53
2002-02-22	53	35	44
2002-02-23	57	30	43.5
2002-02-24	72	36	54
2002-02-25	62	36	49
2002-02-26	38	22	30
2002-02-27	40	16	28
2002-02-28	53	18	35.5
2002-03-01	46	34	40
2002-03-02	46	25	35.5
2002-03-03	31	17	24
2002-03-04	47	15	31
2002-03-05	65	27	46
2002-03-06	61	33	47
2002-03-07	68	52	60
2002-03-08	70	56	63
2002-03-09	69	34	51.5
2002-03-10	51	29	40
2002-03-11	44	32	38
2002-03-12	54	41	47.5
2002-03-13	67	34	50.5
2002-03-14	76	43	59.5
2002-03-15	81	46	63.5
2002-03-16	54	41	47.5
2002-03-17	53	45	49
2002-03-18	58	52	55
2002-03-19	58	51	54.5
2002-03-20	57	44	50.5
2002-03-21	63	32	47.5
2002-03-22	45	26	35.5
2002-03-23	59	28	43.5
2002-03-24	68	46	57
2002-03-25	77	44	60.5
2002-03-26	49	35	42
2002-03-27	57	33	45
2002-03-28	78	38	58
2002-03-29	82	61	71.5
2002-03-30	65	48	56.5
2002-03-31	67	48	57.5
2002-04-01	71	42	56.5
2002-04-02	77	55	66
2002-04-03	56	42	49
2002-04-04	56	37	46.5
2002-04-05	59	36	47.5
2002-04-06	67	38	52.5
2002-04-07	71	49	60
2002-04-08	66	56	61
2002-04-09	70	51	60.5
2002-04-10	73	46	59.5
2002-04-11	81	48	64.5
2002-04-12	81	54	67.5
2002-04-13	81	59	70
2002-04-14	85	61	73
2002-04-15	86	63	74.5
2002-04-16	82	64	73
2002-04-17	83	60	71.5
2002-04-18	87	66	76.5
2002-04-19	78	67	72.5
2002-04-20	85	63	74
2002-04-21	81	63	72
2002-04-22	74	53	63.5
2002-04-23	73	51	62
2002-04-24	85	60	72.5
2002-04-25	68	51	59.5
2002-04-26	57	48	52.5
2002-04-27	75	52	63.5
2002-04-28	89	65	77
2002-04-29	74	57	65.5
2002-04-30	83	65	74
2002-05-01	88	67	77.5
2002-05-02	79	57	68
2002-05-03	57	53	55
2002-05-04	67	52	59.5
2002-05-05	71	51	61
2002-05-06	85	63	74
2002-05-07	86	70	78
2002-05-08	85	69	77
2002-05-09	79	60	69.5
2002-05-10	65	55	60
2002-05-11	86	60	73
2002-05-12	86	69	77.5
2002-05-13	70	56	63
2002-05-14	76	49	62.5
2002-05-15	79	50	64.5
2002-05-16	83	59	71
2002-05-17	73	54	63.5
2002-05-18	66	48	57
2002-05-19	69	45	57
2002-05-20	72	51	61.5
2002-05-21	73	51	62
2002-05-22	77	52	64.5
2002-05-23	81	54	67.5
2002-05-24	81	58	69.5
2002-05-25	86	61	73.5
2002-05-26	80	62	71
2002-05-27	83	59	71
2002-05-28	83	66	74.5
2002-05-29	76	64	70
2002-05-30	82	65	73.5
2002-05-31	87	66	76.5
2002-06-01	89	67	78
2002-06-02	90	69	79.5
2002-06-03	91	69	80
2002-06-04	90	72	81
2002-06-05	90	70	80
2002-06-06	83	67	75
2002-06-07	83	63	73
2002-06-08	88	62	75
2002-06-09	88	73	80.5
2002-06-10	82	71	76.5
2002-06-11	88	69	78.5
2002-06-12	90	69	79.5
2002-06-13	87	71	79
2002-06-14	84	67	75.5
2002-06-15	84	59	71.5
2002-06-16	80	64	72
2002-06-17	85	62	73.5
2002-06-18	89	64	76.5
2002-06-19	93	66	79.5
2002-06-20	91	71	81
2002-06-21	93	71	82
2002-06-22	92	69	80.5
2002-06-23	90	68	79
2002-06-24	90	70	80
2002-06-25	88	71	79.5
2002-06-26	84	69	76.5
2002-06-27	87	70	78.5
2002-06-28	88	72	80
2002-06-29	89	70	79.5
2002-06-30	86	69	77.5
2002-07-01	92	72	82
2002-07-02	93	72	82.5
2002-07-03	88	70	79
2002-07-04	91	73	82
2002-07-05	95	75	85
2002-07-06	96	76	86
2002-07-07	93	75	84
2002-07-08	95	71	83
2002-07-09	96	72	84
2002-07-10	95	76	85.5
2002-07-11	91	73	82
2002-07-12	92	71	81.5
2002-07-13	84	68	76
2002-07-14	81	69	75
2002-07-15	86	68	77
2002-07-16	81	72	76.5
2002-07-17	80	72	76
2002-07-18	88	71	79.5
2002-07-19	89	69	79
2002-07-20	93	72	82.5
2002-07-21	94	76	85
2002-07-22	93	75	84
2002-07-23	93	73	83
2002-07-24	90	72	81
2002-07-25	91	73	82
2002-07-26	91	74	82.5
2002-07-27	90	73	81.5
2002-07-28	92	74	83
2002-07-29	94	75	84.5
2002-07-30	92	75	83.5
2002-07-31	85	74	79.5
2002-08-01	95	71	83
2002-08-02	95	75	85
2002-08-03	95	77	86
2002-08-04	95	76	85.5
2002-08-05	95	73	84
2002-08-06	96	73	84.5
2002-08-07	89	70	79.5
2002-08-08	89	65	77
2002-08-09	92	68	80
2002-08-10	92	70	81
2002-08-11	89	70	79.5
2002-08-12	89	69	79
2002-08-13	90	70	80
2002-08-14	85	67	76
2002-08-15	85	73	79
2002-08-16	82	71	76.5
2002-08-17	89	70	79.5
2002-08-18	92	74	83
2002-08-19	94	74	84
2002-08-20	93	75	84
2002-08-21	92	75	83.5
2002-08-22	92	74	83
2002-08-23	93	74	83.5
2002-08-24	96	73	84.5
2002-08-25	86	72	79
2002-08-26	89	71	80
2002-08-27	87	68	77.5
2002-08-28	90	69	79.5
2002-08-29	88	68	78
2002-08-30	91	70	80.5
2002-08-31	92	71	81.5
2002-09-01	89	44	66.5
2002-09-02	90	44	67
2002-09-03	90	42	66
2002-09-04	88	49	68.5
2002-09-05	85	50	67.5
2002-09-06	74	53	63.5
2002-09-07	67	48	57.5
2002-09-08	73	40	56.5
2002-09-09	75	38	56.5
2002-09-10	78	37	57.5
2002-09-11	80	38	59
2002-09-12	83	49	66
2002-09-13	87	40	63.5
2002-09-14	88	39	63.5
2002-09-15	88	50	69
2002-09-16	67	48	57.5
2002-09-17	70	42	56
2002-09-18	68	42	55
2002-09-19	75	35	55
2002-09-20	79	38	58.5
2002-09-21	81	36	58.5
